         2633835 function calls (2585403 primitive calls) in 63.511 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.039    0.020 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:2770(__init__)
        2    0.000    0.000    0.039    0.019 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:662(__init__)
     1204    0.003    0.000    0.038    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\series.py:6418(_reduce)
       10    0.000    0.000    0.038    0.004 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\groupby\grouper.py:689(codes)
        4    0.000    0.000    0.038    0.009 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\groupby\grouper.py:777(_codes_and_uniques)
        4    0.001    0.000    0.038    0.009 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\algorithms.py:610(factorize)
  911/880    0.001    0.000    0.038    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:920(viewLim)
  923/892    0.002    0.000    0.038    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:906(_unstale_viewLim)
      175    0.001    0.000    0.037    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:795(set_locs)
      428    0.007    0.000    0.036    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:674(recache)
     8174    0.004    0.000    0.034    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:7593(ensure_index)
     2477    0.005    0.000    0.034    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\frame.py:4626(_get_item_cache)
       14    0.000    0.000    0.034    0.002 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:875(_Button)
     1739    0.009    0.000    0.033    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:1254(_update_props)
        4    0.027    0.007    0.033    0.008 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\algorithms.py:548(factorize_array)
     1204    0.004    0.000    0.032    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\nanops.py:76(_f)
       66    0.001    0.000    0.032    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:992(set_tick_params)
        3    0.000    0.000    0.032    0.011 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\groupby\ops.py:687(codes)
        3    0.000    0.000    0.032    0.011 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\groupby\ops.py:690(<listcomp>)
  720/718    0.001    0.000    0.032    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:2512(getter)
     9173    0.032    0.000    0.032    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       43    0.001    0.000    0.032    0.001 <frozen importlib._bootstrap>:1054(_find_spec)
    33103    0.014    0.000    0.031    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\generic.py:42(_instancecheck)
      176    0.002    0.000    0.031    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:665(union)
     7854    0.009    0.000    0.031    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\series.py:784(name)
       34    0.000    0.000    0.031    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:373(get_tightbbox)
      268    0.001    0.000    0.031    0.000 {built-in method builtins.sum}
     1630    0.031    0.000    0.031    0.000 {built-in method matplotlib.ft2font.get_sfnt_table}
33979/28699    0.015    0.000    0.031    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:324(stale)
      923    0.003    0.000    0.031    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:909(<dictcomp>)
       41    0.000    0.000    0.031    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:114(_text_metrics)
      306    0.002    0.000    0.031    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\groupby\ops.py:1149(__iter__)
       18    0.000    0.000    0.031    0.002 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:3413(open)
       41    0.000    0.000    0.031    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_agg.py:251(get_text_width_height_descent)
      944    0.002    0.000    0.030    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_api\deprecation.py:380(wrapper)
       28    0.000    0.000    0.030    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\generic.py:4027(take)
       30    0.000    0.000    0.030    0.001 <frozen importlib._bootstrap_external>:1007(get_code)
     4636    0.021    0.000    0.030    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\generic.py:6236(__finalize__)
       43    0.000    0.000    0.030    0.001 <frozen importlib._bootstrap_external>:1499(find_spec)
      312    0.006    0.000    0.030    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:475(__new__)
       43    0.000    0.000    0.030    0.001 <frozen importlib._bootstrap_external>:1467(_get_spec)
       17    0.000    0.000    0.029    0.002 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:3460(grid)
       34    0.000    0.000    0.029    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:1844(grid)
       28    0.000    0.000    0.029    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\managers.py:869(take)
      127    0.002    0.000    0.029    0.000 <frozen importlib._bootstrap_external>:1607(find_spec)
       14    0.001    0.000    0.028    0.002 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:796(_set_image_for_button)
       12    0.000    0.000    0.028    0.002 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:1162(set_clip_path)
     2503    0.002    0.000    0.028    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\missing.py:101(isna)
      944    0.008    0.000    0.028    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:1786(get_font)
      813    0.003    0.000    0.028    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1529(transform)
       12    0.000    0.000    0.028    0.002 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:891(clear)
     1435    0.001    0.000    0.027    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:1306(_internal_update)
      960    0.001    0.000    0.027    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:140(<lambda>)
14010/13684    0.014    0.000    0.027    0.000 {built-in method numpy.asarray}
     2503    0.002    0.000    0.027    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\missing.py:184(_isna)
       41    0.026    0.001    0.026    0.001 {built-in method matplotlib.ft2font.set_text}
     3940    0.005    0.000    0.026    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\_config\config.py:145(_get_option)
      146    0.001    0.000    0.026    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_agg.py:95(draw_path)
    35243    0.017    0.000    0.026    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\__init__.py:720(_get)
      120    0.000    0.000    0.026    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\array_algos\take.py:59(take_nd)
      960    0.001    0.000    0.026    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:1317(set)
     4675    0.008    0.000    0.025    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:71(_wrapreduction)
        5    0.000    0.000    0.025    0.005 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_axes.py:233(legend)
      215    0.025    0.000    0.025    0.000 {built-in method nt.stat}
      120    0.018    0.000    0.025    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\array_algos\take.py:120(_take_nd_ndarray)
      146    0.020    0.000    0.025    0.000 {built-in method matplotlib.backends._backend_agg.draw_path}
     3724    0.012    0.000    0.025    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:773(__init__)
        5    0.000    0.000    0.025    0.005 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\legend.py:374(__init__)
        2    0.005    0.003    0.025    0.012 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:1628(_findfont_cached)
     2091    0.003    0.000    0.025    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:914(get_siblings)
       40    0.001    0.000    0.025    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\offsetbox.py:685(draw)
     8639    0.006    0.000    0.025    0.000 {built-in method builtins.all}
79816/62444    0.018    0.000    0.024    0.000 {built-in method builtins.len}
     1928    0.004    0.000    0.024    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:828(from_extents)
     1788    0.002    0.000    0.024    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:819(from_bounds)
      657    0.002    0.000    0.024    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\frame.py:3983(_ixs)
     4230    0.007    0.000    0.024    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\generic.py:807(_set_axis)
     2401    0.006    0.000    0.024    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\ops\array_ops.py:189(_na_arithmetic_op)
       67    0.002    0.000    0.024    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\missing.py:261(_isna_array)
      311    0.003    0.000    0.023    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:213(_reset_visual_defaults)
       30    0.000    0.000    0.023    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\managers.py:623(reindex_indexer)
      993    0.003    0.000    0.023    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:495(update_position)
      500    0.001    0.000    0.023    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\legend.py:1198(<genexpr>)
       12    0.000    0.000    0.023    0.002 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:789(_set_scale)
      196    0.000    0.000    0.022    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
        1    0.002    0.002    0.022    0.022 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\construction.py:96(arrays_to_mgr)
      500    0.005    0.000    0.022    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:584(count_contains)
       28    0.000    0.000    0.022    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\managers.py:687(<listcomp>)
      120    0.002    0.000    0.022    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:2977(get_tick_space)
        2    0.000    0.000    0.022    0.011 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\groupby\generic.py:1558(_wrap_applied_output)
     7857    0.006    0.000    0.022    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\common.py:1571(validate_all_hashable)
      109    0.000    0.000    0.022    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\blocks.py:1287(take_nd)
        5    0.000    0.000    0.022    0.004 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\legend.py:869(_init_legend_box)
       19    0.021    0.001    0.021    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\missing.py:305(_isna_string_dtype)
       20    0.000    0.000    0.021    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_axes.py:1547(plot)
     1204    0.002    0.000    0.021    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\nanops.py:389(new_func)
     1200    0.005    0.000    0.021    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\ops\array_ops.py:393(logical_op)
      813    0.001    0.000    0.021    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2468(transform_affine)
       12    0.000    0.000    0.021    0.002 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\scale.py:203(set_default_locators_and_formatters)
1391/1039    0.011    0.000    0.021    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2491(get_affine)
       30    0.000    0.000    0.020    0.001 <frozen importlib._bootstrap_external>:1127(get_data)
     2546    0.006    0.000    0.020    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.020    0.020 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\groupby\generic.py:1628(_wrap_applied_output_series)
        1    0.000    0.000    0.020    0.020 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\managers.py:2121(create_block_manager_from_column_arrays)
     2860    0.004    0.000    0.019    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:102(_stale_axes_callback)
        5    0.000    0.000    0.019    0.004 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\legend.py:1089(get_tightbbox)
        4    0.000    0.000    0.019    0.005 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\ImageTk.py:42(_get_image_from_kw)
     3194    0.019    0.000    0.019    0.000 {built-in method numpy.array}
        2    0.000    0.000    0.019    0.009 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2179(wm_iconphoto)
      956    0.007    0.000    0.019    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:1520(<listcomp>)
     1204    0.002    0.000    0.019    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\nanops.py:455(newfunc)
       32    0.000    0.000    0.019    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\ImageTk.py:170(paste)
